reeval_rank,original_rank,sample_id,repeat_idx,coarse_J,reeval_J,valid,failure_reason,terrain_master_seed,mc_base_seed,n_events,n_seeds,layout_json,flat_J_t,flat_mean_err,flat_median_err,flat_p95_err,flat_valid_rate,flat_dgeom,flat_usable_event_rate,hill_J_t,hill_mean_err,hill_median_err,hill_p95_err,hill_valid_rate,hill_dgeom,hill_usable_event_rate,rough_J_t,rough_mean_err,rough_median_err,rough_p95_err,rough_valid_rate,rough_dgeom,rough_usable_event_rate
37,31,2244,2,0.0918610904917126,0.1402958230497544,True,,410004,1010004,100,5,"[[0.73030787938661, 0.8913458090295584], [0.5637619930785372, 0.47256534037646153], [0.1126181644184064, 0.959169344888628], [0.5459791605888795, 0.8494114795395811], [0.2980174264196139, 0.6184128112799931], [0.8050560172247018, 0.21926499597502158], [0.9663496577747119, 0.7328565521990729], [0.8529255015435567, 0.7538853670829339]]",0.09208966357027658,0.004803375484624945,0.0019252599442891622,0.00676048200731783,0.414,0.0,0.414,0.16434197042100654,0.004549475651684668,0.0019211082025959946,0.006561147294908881,0.4,0.7032636218927578,0.4,0.14040968778672805,0.004623266748972751,0.0019647121756810036,0.006555302195521216,0.4079999999999999,0.4756262709103393,0.4079999999999999
38,24,1475,1,0.0904528698082529,0.13395236557908302,True,,310001,910001,100,5,"[[0.6718584858860428, 0.9589083643280844], [0.7321500211060666, 0.3167128982971212], [0.7138850567103052, 0.5237895775893135], [0.24609033072977735, 0.5300474956008574], [0.33177093156569604, 0.937144960464732], [0.4959346877697336, 0.49847236565106806], [0.7481194619675096, 0.8883880244020438], [0.5284747354273684, 0.5894122707814503]]",0.09987779105193303,0.02267492458082592,0.0026847053151625192,0.13191358330187128,0.666,0.0,0.666,0.1528651548518351,0.016392689925167937,0.0025942990640164297,0.08194279314805171,0.65,0.6840560644109404,0.65,0.1302013615607289,0.013783582930363598,0.002652631300873255,0.08295932916390383,0.648,0.46310950492894126,0.648
38,24,1475,2,0.0904528698082529,0.13774243679891457,True,,410004,1010004,100,5,"[[0.6718584858860428, 0.9589083643280844], [0.7321500211060666, 0.3167128982971212], [0.7138850567103052, 0.5237895775893135], [0.24609033072977735, 0.5300474956008574], [0.33177093156569604, 0.937144960464732], [0.4959346877697336, 0.49847236565106806], [0.7481194619675096, 0.8883880244020438], [0.5284747354273684, 0.5894122707814503]]",0.09589791082607821,0.022000011181494916,0.0028036752340011733,0.10665968598135164,0.64,0.0,0.64,0.1617267479155846,0.012802442718919203,0.002548180796539799,0.03305073381845501,0.606,0.8695042854653448,0.606,0.13161834053841082,0.012896065235462151,0.0025846382611108883,0.050061752661222855,0.616,0.5319658538408597,0.616
39,50,1565,1,0.094047102957472,0.13677314994967255,True,,310001,910001,100,5,"[[0.23998192672695232, 0.7106052856304749], [0.4043221133637562, 0.42387917323686836], [0.9241453844406304, 0.2089597227776753], [0.9647812078361615, 0.7555857149361488], [0.9367769769429967, 0.3222830926871788], [0.3826259456417327, 0.79171113145044], [0.5883313776562522, 0.4683792087674485], [0.595552475036573, 0.37576160292239996]]",0.09118755001280097,0.015694187930363115,0.0024896676509622746,0.08941721814712525,0.618,0.0,0.618,0.15612676400398645,0.0160527590986801,0.0025426438082423943,0.07196476626728995,0.606,0.6821359252939343,0.606,0.14365152177791626,0.012525903138811384,0.0024804032005111276,0.06882093435737471,0.606,0.5826858505823873,0.606
39,50,1565,2,0.094047102957472,0.13679757122058495,True,,410004,1010004,100,5,"[[0.23998192672695232, 0.7106052856304749], [0.4043221133637562, 0.42387917323686836], [0.9241453844406304, 0.2089597227776753], [0.9647812078361615, 0.7555857149361488], [0.9367769769429967, 0.3222830926871788], [0.3826259456417327, 0.79171113145044], [0.5883313776562522, 0.4683792087674485], [0.595552475036573, 0.37576160292239996]]",0.08848614870295826,0.01479892183546043,0.0024389116862779067,0.08875544625667021,0.632,0.0,0.632,0.16829803774623953,0.016648780350215386,0.002574967446766773,0.07158115469519118,0.6,0.7933174018008524,0.6,0.12210806068690247,0.013357105197411845,0.00268552451041783,0.06092985486493217,0.6100000000000001,0.3931840688858751,0.6100000000000001
40,13,2960,1,0.0877252428890234,0.1257090724484651,True,,310001,910001,100,5,"[[0.6447609001532222, 0.8349083530640584], [0.4093980204375493, 0.45303509485727095], [0.7928617859212564, 0.8556211949033236], [0.47048995565901, 0.601513556230811], [0.6028002015079751, 0.29876828272708483], [0.49186082010938037, 0.11047086202065672], [0.9605646365352903, 0.8280617819680516], [0.8089709697768327, 0.2831126156291259]]",0.08951163184001738,0.013916722417592325,0.002468662640876464,0.06949702250700276,0.584,0.0,0.584,0.1432717281325034,0.008222204543780531,0.002375726920146464,0.024918178655953954,0.5700000000000001,0.67596282491016,0.5700000000000001,0.12678120168883614,0.009482672683622082,0.0025218107398639693,0.034518589178093535,0.5660000000000001,0.47058422227778146,0.5660000000000001
40,13,2960,2,0.0877252428890234,0.15155802966134055,True,,410004,1010004,100,5,"[[0.6447609001532222, 0.8349083530640584], [0.4093980204375493, 0.45303509485727095], [0.7928617859212564, 0.8556211949033236], [0.47048995565901, 0.601513556230811], [0.6028002015079751, 0.29876828272708483], [0.49186082010938037, 0.11047086202065672], [0.9605646365352903, 0.8280617819680516], [0.8089709697768327, 0.2831126156291259]]",0.11457758623236652,0.020352103744175423,0.0022975655622783776,0.12539713182495865,0.548,0.0,0.548,0.17563690440381585,0.014724742603145328,0.002476429385372482,0.06711161945703514,0.546,0.8077728439528993,0.546,0.14038072360536394,0.010438792996599085,0.0022819338714005497,0.06083157961618606,0.538,0.4813379287203855,0.538
41,30,1584,1,0.0918100670876003,0.13925056769275404,True,,310001,910001,100,5,"[[0.38585770332887326, 0.6940557801099249], [0.9433870908070368, 0.7339300290330256], [0.9278436887984955, 0.2559962321961875], [0.7183140617888305, 0.8898666321621718], [0.5819050963137239, 0.5481919135249651], [0.6458921686686119, 0.3829622143813926], [0.7117862027281558, 0.5822022434366962], [0.4460081305765945, 0.6062382153869252]]",0.12242799488398998,0.02717296897851266,0.002552221154374182,0.17833386281219768,0.6220000000000001,0.0,0.6220000000000001,0.1467446786175545,0.014515805526084122,0.0025674559155298895,0.06654115428800579,0.6180000000000001,0.6295021984441492,0.6180000000000001,0.1410849186519172,0.01695451950283829,0.0026700287866844503,0.09713346592590394,0.616,0.4671534509786879,0.616
41,30,1584,2,0.0918100670876003,0.1387551362083007,True,,410004,1010004,100,5,"[[0.38585770332887326, 0.6940557801099249], [0.9433870908070368, 0.7339300290330256], [0.9278436887984955, 0.2559962321961875], [0.7183140617888305, 0.8898666321621718], [0.5819050963137239, 0.5481919135249651], [0.6458921686686119, 0.3829622143813926], [0.7117862027281558, 0.5822022434366962], [0.4460081305765945, 0.6062382153869252]]",0.11374469158956718,0.0242189467992164,0.0029645786299488555,0.14682055176639935,0.608,0.0,0.608,0.15498035959268816,0.011522176913466273,0.002851391931572375,0.04598533885073239,0.5980000000000001,0.7569977832640863,0.5980000000000001,0.13131513405825931,0.016799974712181122,0.0029386419799696016,0.08680653725627191,0.598,0.3741318426089624,0.598
42,8,2540,1,0.0851310931739203,0.13555408619705764,True,,310001,910001,100,5,"[[0.23945856581683025, 0.2601496685188726], [0.9127868417058, 0.2822636125362518], [0.8242686205023834, 0.9562849946124763], [0.9343941994461222, 0.6437756418626844], [0.3925647375478057, 0.9614253986267984], [0.2808708640919715, 0.8890012189426167], [0.4546459098454303, 0.560829848527109], [0.7899221969513105, 0.4485227790653434]]",0.08512079203535224,0.008059845901468757,0.0018178255274757765,0.004646204598970973,0.466,0.0,0.466,0.15547672872362192,0.008696095446797204,0.0018176083940696322,0.00481637853110499,0.442,0.6641857221323167,0.442,0.14614209530563443,0.013122351786647843,0.0019033032781238287,0.005430312538973424,0.43200000000000005,0.5340794323995091,0.43200000000000005
42,8,2540,2,0.0851310931739203,0.14476516461859967,True,,410004,1010004,100,5,"[[0.23945856581683025, 0.2601496685188726], [0.9127868417058, 0.2822636125362518], [0.8242686205023834, 0.9562849946124763], [0.9343941994461222, 0.6437756418626844], [0.3925647375478057, 0.9614253986267984], [0.2808708640919715, 0.8890012189426167], [0.4546459098454303, 0.560829848527109], [0.7899221969513105, 0.4485227790653434]]",0.08979886164790553,0.007400333756442073,0.0018856326166568238,0.005229038191688623,0.434,0.0,0.434,0.17070288478438972,0.007321728359260452,0.00197027123568603,0.004965270585126388,0.40199999999999997,0.7621852584718457,0.40199999999999997,0.14785602725771366,0.006899522473458063,0.0019189003695690532,0.004869838347938789,0.41,0.5479029064027587,0.41
43,3,1885,1,0.0835580420803253,0.1469884307475569,True,,310001,910001,100,5,"[[0.6094884324782669, 0.8334432325126456], [0.6780281442603794, 0.2697742334130211], [0.46300775042764397, 0.36684797703016153], [0.8400734194261396, 0.9155456350045637], [0.8549546824715568, 0.8155065047820524], [0.39854171009284683, 0.24093346864345164], [0.9479620015095752, 0.13808441497730736], [0.49211844795134235, 0.6198650443589258]]",0.10972520582905015,0.02312647569887266,0.0024909191114583446,0.1350609725485249,0.608,0.0,0.608,0.1724031700728697,0.016418461875364596,0.0024663352033016833,0.12766954081457943,0.598,0.6641399998458178,0.598,0.13342217701543818,0.012050375531449529,0.0024668238922136926,0.07207082273012386,0.594,0.45478261207248744,0.594
43,3,1885,2,0.0835580420803253,0.13608062015560612,True,,410004,1010004,100,5,"[[0.6094884324782669, 0.8334432325126456], [0.6780281442603794, 0.2697742334130211], [0.46300775042764397, 0.36684797703016153], [0.8400734194261396, 0.9155456350045637], [0.8549546824715568, 0.8155065047820524], [0.39854171009284683, 0.24093346864345164], [0.9479620015095752, 0.13808441497730736], [0.49211844795134235, 0.6198650443589258]]",0.10111043494584251,0.015803382673734812,0.002554053825480738,0.09432970914220616,0.5619999999999999,0.0,0.5619999999999999,0.1586930122818226,0.010014580069664117,0.002586636229123012,0.02714874314942991,0.546,0.7794182830564476,0.546,0.12582602111293673,0.006654994755789884,0.0024650386147848356,0.020538067784711272,0.546,0.4856985313741789,0.546
44,38,160,1,0.0928483773867297,0.13403137888991845,True,,310001,910001,100,5,"[[0.7221288247283233, 0.9022290669486491], [0.3486546211731363, 0.35625716354063147], [0.42710901250295846, 0.401784724637162], [0.9084208810034882, 0.8736507290784365], [0.9767027592368063, 0.06531941528310468], [0.9472125350789419, 0.6132056632646007], [0.6581969546845313, 0.5775032781882391], [0.42605128534663306, 0.6707838570439176]]",0.08930809066579583,0.015706203181031938,0.0024340355596616124,0.06813433078110487,0.588,0.0,0.588,0.15876574005867541,0.011344549494568718,0.002323454524523142,0.04992625428841582,0.5820000000000001,0.7598281649959474,0.5820000000000001,0.12928594477652716,0.008322881624936423,0.0023180099309202,0.033332795045784916,0.572,0.5134080953157028,0.572
44,38,160,2,0.0928483773867297,0.14927631147834514,True,,410004,1010004,100,5,"[[0.7221288247283233, 0.9022290669486491], [0.3486546211731363, 0.35625716354063147], [0.42710901250295846, 0.401784724637162], [0.9084208810034882, 0.8736507290784365], [0.9767027592368063, 0.06531941528310468], [0.9472125350789419, 0.6132056632646007], [0.6581969546845313, 0.5775032781882391], [0.42605128534663306, 0.6707838570439176]]",0.11995634692177848,0.023974361996017886,0.002727835754655854,0.14589294674523484,0.5640000000000001,0.0,0.5640000000000001,0.16805812463168862,0.01074029817201874,0.002559412709364799,0.04045288502576503,0.5459999999999999,0.8298912494655065,0.5459999999999999,0.1410326497282249,0.012799031173631903,0.002676137924566088,0.06473867959242485,0.5519999999999999,0.4865148182236309,0.5519999999999999
45,17,2296,1,0.0894695747950115,0.13200188416493172,True,,310001,910001,100,5,"[[0.6440068416709215, 0.20378003209300943], [0.922225732373827, 0.36041038834505107], [0.8386637499358588, 0.9257131355796966], [0.36896405953396366, 0.83410384265047], [0.5206369640347593, 0.531870931288779], [0.5565727295639286, 0.6947359055183624], [0.35840805249298446, 0.5663587643434099], [0.9482941647237343, 0.6027156200813841]]",0.0956079528581916,0.018338575097172342,0.0021117053129446187,0.10218531354821356,0.6220000000000001,0.0,0.6220000000000001,0.1423671393012318,0.00981085657434783,0.0021141859530847923,0.044573664461233536,0.61,0.6608015450440522,0.61,0.14501622225015173,0.01948771772714016,0.0021900853251417985,0.09718029707624007,0.6120000000000001,0.48892660150066647,0.6120000000000001
45,17,2296,2,0.0894695747950115,0.15146518579189328,True,,410004,1010004,100,5,"[[0.6440068416709215, 0.20378003209300943], [0.922225732373827, 0.36041038834505107], [0.8386637499358588, 0.9257131355796966], [0.36896405953396366, 0.83410384265047], [0.5206369640347593, 0.531870931288779], [0.5565727295639286, 0.6947359055183624], [0.35840805249298446, 0.5663587643434099], [0.9482941647237343, 0.6027156200813841]]",0.08710281122503452,0.01555817207792902,0.002224392238795888,0.0630054459665548,0.5919999999999999,0.0,0.5919999999999999,0.17945495500260306,0.018533904988402395,0.0021951615819603807,0.0743763151675469,0.5660000000000001,0.8370180320755793,0.5660000000000001,0.15984802193733247,0.01867486550233896,0.002275532275107301,0.11864446828499195,0.5760000000000001,0.5225099197578237,0.5760000000000001
46,47,3304,1,0.0937085027087278,0.1346250652886553,True,,310001,910001,100,5,"[[0.640500302805217, 0.330833774288787], [0.7340845100883326, 0.3314036508658589], [0.2745495257837171, 0.7430403478847056], [0.18946255751960517, 0.5314128018883009], [0.5934534143697031, 0.7829331149593387], [0.7180486461452196, 0.6178608765218238], [0.5893204005763126, 0.5614743781712737], [0.8006306614789502, 0.5296353714153478]]",0.09682691985238556,0.019238277391901062,0.003227552478890341,0.12489898342010028,0.662,0.0,0.662,0.13865914175483565,0.020514551210638443,0.003332212837988889,0.11603904135253248,0.656,0.43015881304288606,0.656,0.15150709977369997,0.022008670263343834,0.0032421582345730634,0.13404563633741534,0.65,0.48889507253970643,0.65
46,47,3304,2,0.0937085027087278,0.14911584200326614,True,,410004,1010004,100,5,"[[0.640500302805217, 0.330833774288787], [0.7340845100883326, 0.3314036508658589], [0.2745495257837171, 0.7430403478847056], [0.18946255751960517, 0.5314128018883009], [0.5934534143697031, 0.7829331149593387], [0.7180486461452196, 0.6178608765218238], [0.5893204005763126, 0.5614743781712737], [0.8006306614789502, 0.5296353714153478]]",0.12210682352313867,0.029208726476598862,0.0035446830626179606,0.1822096553622306,0.638,0.0,0.638,0.16186355455737667,0.02028558884368473,0.003370383430127364,0.12770304546913977,0.632,0.5922412593697661,0.632,0.1506294353751725,0.026537773431844797,0.003556509677067819,0.13846907043700846,0.626,0.41046716199739813,0.626
47,11,4852,1,0.0872952681336127,0.13000338151317511,True,,310001,910001,100,5,"[[0.4652502257601509, 0.4817705471831559], [0.6227446748350446, 0.07453097498937587], [0.9246148707405881, 0.600080970015066], [0.31863413706521576, 0.9451528122609839], [0.08299560351972166, 0.6752316188397801], [0.5364692712896804, 0.5499505421641346], [0.6453345452743212, 0.9633400529600802], [0.7987890267344256, 0.7883960427585691]]",0.08461541180293494,0.007641949556830776,0.0020205796913038915,0.019588448341203685,0.49799999999999994,0.0,0.49799999999999994,0.15469711847123632,0.0033291844746177342,0.0018868198680862356,0.006613400465629764,0.4959999999999999,0.7561496531796938,0.4959999999999999,0.1260038773072929,0.004538692905486681,0.0019250459453726033,0.0064274045175058015,0.4959999999999999,0.4643324414457214,0.4959999999999999
47,11,4852,2,0.0872952681336127,0.15570897252107244,True,,410004,1010004,100,5,"[[0.4652502257601509, 0.4817705471831559], [0.6227446748350446, 0.07453097498937587], [0.9246148707405881, 0.600080970015066], [0.31863413706521576, 0.9451528122609839], [0.08299560351972166, 0.6752316188397801], [0.5364692712896804, 0.5499505421641346], [0.6453345452743212, 0.9633400529600802], [0.7987890267344256, 0.7883960427585691]]",0.09600569722308787,0.010182635333719919,0.0021451750416608727,0.04874503774304637,0.488,0.0,0.488,0.189579901138615,0.008243452710226962,0.0021255961290594745,0.04316302106066007,0.48600000000000004,0.9582144110081485,0.48600000000000004,0.14767039058397186,0.010340627978846037,0.0020548325750413517,0.04451703905192162,0.48,0.5166199627791465,0.48
48,43,1019,1,0.0935079512942799,0.1391191473586511,True,,310001,910001,100,5,"[[0.47008551925035574, 0.16619999057159615], [0.8603445388603996, 0.318625791501879], [0.7268841769780712, 0.40183161034797116], [0.8801478355674476, 0.47455165381228076], [0.4139830784167814, 0.05810941814758927], [0.9629488257748483, 0.4560309729978892], [0.2689680579117954, 0.13052101073857073], [0.761562006193114, 0.7406090663573238]]",0.14072607530947687,0.029651859384896943,0.002831922890623513,0.19460912862091084,0.54,0.0,0.54,0.13241751427962437,0.014605153021187455,0.0028181400282827136,0.07808041390188392,0.534,0.32521071249524836,0.534,0.14166649992275163,0.014732824741405706,0.003012687926822325,0.07036338768079477,0.5359999999999999,0.4432771248488062,0.5359999999999999
48,43,1019,2,0.0935079512942799,0.1584476310638943,True,,410004,1010004,100,5,"[[0.47008551925035574, 0.16619999057159615], [0.8603445388603996, 0.318625791501879], [0.7268841769780712, 0.40183161034797116], [0.8801478355674476, 0.47455165381228076], [0.4139830784167814, 0.05810941814758927], [0.9629488257748483, 0.4560309729978892], [0.2689680579117954, 0.13052101073857073], [0.761562006193114, 0.7406090663573238]]",0.1431447669981446,0.026816546282299968,0.0027605115596019934,0.18292440390369877,0.492,0.0,0.492,0.15168277983962314,0.017575513386594747,0.0028155788007279267,0.09650096897189372,0.4779999999999999,0.365235081240874,0.4779999999999999,0.16948148870890475,0.01594744389546801,0.0028672070844247824,0.10279226657665594,0.49399999999999994,0.5556745898294738,0.49399999999999994
49,39,4087,1,0.0931474871555352,0.13775684489470882,True,,310001,910001,100,5,"[[0.46682465418140767, 0.9023380977692886], [0.9384883984312304, 0.23124279502100323], [0.5362386163660633, 0.2800860190527273], [0.44327241969814923, 0.2789350587120548], [0.612524261674123, 0.8898546247684574], [0.6743611155458556, 0.33274933795114686], [0.9267503678321164, 0.7140196816097583], [0.935746357182498, 0.8648911971943112]]",0.10364714963267213,0.02085387760288037,0.002620358192097248,0.0752096823712532,0.522,0.0,0.522,0.1483298833421407,0.015403312148749473,0.002472745481255607,0.04542005759149669,0.488,0.5097237559775443,0.488,0.1495251733020112,0.01444853179687305,0.002444425300585316,0.03934747273202157,0.502,0.5651909217381185,0.502
49,39,4087,2,0.0931474871555352,0.17296223260301968,True,,410004,1010004,100,5,"[[0.46682465418140767, 0.9023380977692886], [0.9384883984312304, 0.23124279502100323], [0.5362386163660633, 0.2800860190527273], [0.44327241969814923, 0.2789350587120548], [0.612524261674123, 0.8898546247684574], [0.6743611155458556, 0.33274933795114686], [0.9267503678321164, 0.7140196816097583], [0.935746357182498, 0.8648911971943112]]",0.13860856472247463,0.030984100945569183,0.0023153762106375175,0.15055239765656164,0.47000000000000003,0.0,0.47000000000000003,0.17832588390793447,0.026634050096767958,0.0022542037794996517,0.10149377987682037,0.45599999999999996,0.5429242740134278,0.45599999999999996,0.18745724089083488,0.02845574406329453,0.00225584168093776,0.14172744193882936,0.46399999999999997,0.517339234807035,0.46399999999999997
50,28,4836,1,0.0913299764730896,0.14541853655083897,True,,310001,910001,100,5,"[[0.4207932485629431, 0.5691898939564497], [0.6383807494708995, 0.7635863255887979], [0.7270689340244336, 0.7666768392198817], [0.7394401182067141, 0.6665906271148256], [0.7266575554823591, 0.4658166610089457], [0.7926578476846922, 0.05539690364520386], [0.7513237745174188, 0.29652404239404795], [0.3229569252334606, 0.18206271924157913]]",0.11180003564958198,0.022291853654460077,0.0027261503692668602,0.1422290050169165,0.606,0.0,0.606,0.1655862504121005,0.020329382174101025,0.002757611453379615,0.14595795837389808,0.5959999999999999,0.5205064092158561,0.5959999999999999,0.13870160972957296,0.014129830881320438,0.0026230034450708795,0.0766716342715639,0.594,0.4844169555150958,0.594
50,28,4836,2,0.0913299764730896,0.1654670374465163,True,,410004,1010004,100,5,"[[0.4207932485629431, 0.5691898939564497], [0.6383807494708995, 0.7635863255887979], [0.7270689340244336, 0.7666768392198817], [0.7394401182067141, 0.6665906271148256], [0.7266575554823591, 0.4658166610089457], [0.7926578476846922, 0.05539690364520386], [0.7513237745174188, 0.29652404239404795], [0.3229569252334606, 0.18206271924157913]]",0.13049115566586633,0.030857592832169677,0.0027636714249787723,0.17468412963796653,0.572,0.0,0.572,0.18480619738898169,0.026294695406898584,0.002891951183101053,0.1587187376775176,0.5599999999999999,0.5935796315262205,0.5599999999999999,0.16176459934223558,0.023077832166957926,0.002554481642562921,0.13722468937959667,0.5640000000000001,0.4481216805322551,0.5640000000000001
